,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21
gl,-0.17124758662923817,0.45324527547521865,0.7552346549110425,1.8644558460965195,-1.2308836257593236,-0.1456034638054621,0.7461071720502959,-0.19097551015527026,-0.954667466581908,0.47430603913418007,0.03992159708392316,1.9004195368412753,0.39400815716795706,-0.5569690184477103,0.6839663735138347,-0.9355947133232251,-1.191816037678727,0.36830531223430396,-0.7164344416598059,0.13427623996543073,2.068397345407579
tl,-0.634522058682848,-0.4288383581600002,-0.811396929209759,-0.4799756994373121,-0.06771732715388076,-0.5092544165324173,-0.35040295479209654,0.01792140893119293,-1.8104491547332566,-1.2572260411147949,-0.9253858978023932,0.7444985556983386,1.27167267696662,-1.0355505866666737,2.0165118655842096,-1.6142246270093166,0.1164356700843983,0.180965593175532,-0.38849888117458725,0.8255505524440079,-0.6062736799805007
vn,-0.7303259842597783,0.2616272997657039,-0.7542129485986455,-0.3492696416274761,-1.976627406477777,-0.3017284729648256,-0.19713419546174152,-0.7767684660797863,-0.6769910190980164,-0.6994869352044455,0.11184780949901503,-0.7132795394894966,1.1512821076628992,0.0559845247406047,-2.0426836485973046,-0.313468822771662,-0.27897250335832324,0.07481998704124063,0.5693446964220705,0.6016435882542428,-2.079144891960731
ag,0.30213983903014124,1.3591200848200886,0.319055158142865,0.5163660480549437,0.9716018649830691,-0.09458350292124874,0.08892215955341054,1.257463705014932,0.6180104998902309,0.1434227091742954,-0.10213587154751408,0.5732359300238391,1.251196146310741,-1.7535280841813257,0.605048426770377,0.9984104936448598,0.998078262750121,-1.4028113194678034,-0.8499743229314082,-0.19413554716790948,0.8477066401541918
cl,-1.1674494426884974,-0.33577009510601236,-1.0598857292071284,-0.562147602576222,-0.9037521025064419,-1.1577633215392047,-2.3088501413439535,0.14106830585034957,0.27094280983141383,1.1580205137523865,0.025818616094399546,-0.08022706711919074,-0.0721661252802202,-1.8194728482309368,1.4018619174084246,-0.5295757241424806,-0.2639169163604073,0.3704565140434036,-1.4293553804761672,0.22393124261402025,-0.1611913274676146
db,-0.5817023618995261,0.9247499368004014,-0.12613879764024316,0.3935996543859852,0.017881407449892788,0.031941048032725766,0.4456083917221716,0.05026288355870555,0.5934784382417636,0.7512641625509816,0.22857253511514605,2.1986354510131036,-1.0527209997761457,0.7986895277663714,-0.12821469354347909,0.30298654675425973,-0.7250885960280016,0.19013604508799875,-0.34301554768556686,-2.740352554671168,-1.2699501579102843
gr,-1.0283463266003514,1.2069055631470982,-1.198851344311846,-0.5890353416253281,0.3963612746832284,-1.3021783551654071,-0.06688136651804119,-0.6050379626412159,1.2200717333205484,-0.8790070622456843,0.007980890933304011,0.06003727390562459,-0.4791461545694473,0.5906045332041162,-0.22990559300913274,-0.4436282555060584,-0.9489207950947678,-1.7168412074653874,2.2185770938410507,1.0501833428431961,0.2291592610074082
il,-0.9250480476555396,-0.7295439153484764,-1.4982544969268263,-0.13349816789198435,-0.5362224144071381,-0.692065948558032,-0.3192870224049781,0.8991899009078143,-0.5429318282797948,0.9151389013851582,1.4511088722888636,1.4078361747828403,-2.427298520432516,-0.4397816613477732,0.3859243740130682,-0.45447221387530656,1.012551818297232,-1.2377914437259832,1.5334370105030442,-0.04415126351203936,-0.4530952071205873
ph,0.4937742851743522,0.8349011878784391,0.0743329350961044,0.4604276688855489,0.020122180852204786,1.1958272154294431,1.2742170781017281,-0.9337872555428981,1.621621444054506,0.013268872813767811,0.11323604169978338,0.9305721879480587,-0.8243318969932996,0.8357461733602617,0.9516346501750118,-0.3861661134140781,0.4211899156222337,-0.041684538087743805,-2.5610135046171276,1.2570169350527534,-0.6581237263822648
tr,-0.9819933886699436,0.5193002273466323,-0.04604675237961924,0.22535323570242813,0.9570764672040252,-1.2069382097014287,-0.6250397444544846,-0.8748125307392794,0.2891328795067451,0.6435180774601511,0.20332027669293345,-0.9732738687799944,-0.02252168463499882,0.5265130016486814,-0.9203751961457473,0.32427332184169017,0.487403936486457,-0.26078868957097207,0.1094949448383306,-1.6840660078601455,-0.2381576076118723
if,1.404677228670762,4.254448734467418,-0.994741617745303,-2.7184922177901987,-0.20220715555824761,1.1977212563543047,0.3758609085458039,0.2318270252323736,-1.4872646404330754,1.1052766208081384,-0.5825220514821017,-0.9107467401869199,-0.32070878686223436,-0.9922268906489998,0.085325024426314,0.14075674924400236,0.5679524259556418,0.7818544823710502,0.24290448539260082,0.053215886652265704,-0.006473745112242496
b,4.358243211570012,0.09575856339094725,0.06573994924326917,1.019550330695162,-0.8064281861776309,-2.7487835970270558,-0.5445707656993996,-0.46784873926179843,0.24678432687708618,-1.0943532755329324,0.6069662257178063,-1.2243910802525544,-0.7220027311196829,-0.7358527121186802,-0.397396335407175,-0.7117075682939087,-0.7416309791445856,-1.3057853983227456,-1.0352004143450446,-0.10041525291652512,-0.26799079663928327
dj,0.039793083200560624,0.7930762668145774,0.22488709380275795,1.2108381789594218,1.09789993570685,-1.0928471976205123,-0.658668543766834,-0.604348646269657,-0.8180644787456787,0.027760251000519067,-1.2785742842070473,2.236125479675158,0.17010717439898146,0.6084302848534987,-1.6065893567137433,-0.1134010197430738,1.8132955431685125,0.26322920598764915,-0.887721490359634,0.88320232352996,-0.6961323290837101
gj,0.003862804896457979,1.156164405164422,0.8949940693609616,0.9377071323017926,1.1523387774557718,0.2548703947704787,0.060330620172166075,0.5238717144826943,-0.33105870578174906,-0.4827560431424762,3.056139950275644,-0.7507013985234595,0.07300227454014621,0.8932633766779551,1.8681422897594953,0.8973414021205574,-1.0177888959993875,1.6981267997059182,0.6283759872234476,0.1337731001660031,-0.642836300929915
mh,-0.5730356840584787,0.4220316495023579,0.4902544064446495,0.3347333284957105,1.8164123798816876,-1.1023651132458636,0.022712699836524703,-1.7999861712456733,-1.1944639993444308,-0.776664603576198,0.37656462710472455,0.2597883260053085,0.787405629018416,1.4136552643553728,0.8619259188321651,1.1855291701050907,-0.24153925953784816,-0.4339738248036678,0.2706514926108354,1.958306179377743,0.8370196690911975
ot,-0.82137713087523,0.7291471226622451,-0.10522972409019789,0.017897713148601946,0.08493680286924919,-0.4912433040800695,-0.20242179759469645,0.26682910405364785,0.40369763340515746,-0.5172817528582221,0.6137321078084235,-0.049976554524334936,-0.14509688048144437,0.7118626897371664,0.041613197342756536,-0.6801028888945124,-0.30706097061584015,1.272992604809021,0.33000154128748954,0.2541489455252313,0.41229676235375645
vl,-0.015370094798967946,-0.5564885263890454,-0.6058686809872265,0.3533860045956188,1.8940548907472166,0.40319751680868005,1.2300709812277468,-0.14333193109977752,-0.00931092148720626,-2.6185596565767786,-0.3529396733915103,0.1838917750596586,-0.010991630908230547,-2.2283041088327713,-0.23827868237868913,-0.8078845198524776,0.32904499207893523,2.159634317319156,0.23656438675664748,-0.9985008882120968,-1.065254390861261
ar,0.4218347845743566,-1.26711567730638,0.057640572618300114,-1.344209040194732,-2.2397124994009854,-1.3209697580642625,0.9757594741932628,-0.09702939372120142,-1.504840082156678,0.6661914841228221,0.320894225596079,1.7983133925608938,0.48960801040618707,0.5036310013629087,0.1855626599169027,2.6805816678330667,0.31324032961541753,0.950101136195977,-0.38372312597869856,-0.2912283728255428,-0.43528994684839967
cs,-0.32180319161010673,-0.7348547234832438,-0.6844140996283815,-1.0557197053266565,1.058646275967817,0.7452674542783664,-1.562910134041325,-1.039504173451802,-0.39529551811788166,0.9472358682438289,-0.4798790232869182,-0.6934548368919062,1.800255437676633,0.9840666363389805,0.8396231871312048,0.6440882937835629,-0.2753745755057429,-2.1012713165493015,-0.7884640318058311,-0.34811390251747715,0.5248981324373019
hd,0.47946908941899935,-0.3046375641722247,1.4721631971605489,1.0776516492898818,-0.7619320714922254,1.274666460777537,1.1178073609919197,-1.0847637039142983,-0.9619522932287857,1.5065107901998516,0.768212107906727,-0.8241691251322995,0.46761319762028264,-0.1440877718448293,1.1178883267660567,-2.0806909277429835,1.9932511504829444,-0.93004905698027,2.171933539206785,-0.3894783505065644,0.3049879339703676
tm,1.2405634891319717,-0.4703615490267455,0.04994012509798169,-1.388908605982284,0.10943908821338567,-1.0059252096817177,0.5744647071367484,0.5120800945755432,0.3309741529717514,0.44624137379448553,0.2314355489018941,-0.07949876800450813,0.9861591114389306,2.566945247134813,0.301151094077059,-1.0605383234225152,-0.725063061562709,0.9496904848860495,-0.08351290690047179,-2.0513976419500572,0.37369342732729316
