,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
1,0.8490728935550103,1.2764056555518921,1.1985505468533775,-1.6676027625845957,-1.8289358367883841,0.3263959377949642,1.4979994832995762,0.4805704906146224,0.02563707956292125,2.138046920940691
2,0.7691650907989556,1.4168638348869143,-1.603287225838648,0.21273813794999422,0.4517665960331609,0.010848186618191355,0.5748126273301597,3.61801713099134,0.42573606671877223,-3.9043440733229
3,0.7691650907989556,1.4168638348869143,-1.603287225838648,0.21273813794999422,0.4517665960331609,0.010848186618191355,0.5748126273301597,3.61801713099134,0.42573606671877223,-3.9043440733229
4,2.634571520361274,1.0514555206449456,2.397393107850271,-2.767237995456481,-1.2925097960313408,1.790736109370854,-0.6791122801857463,1.5028812048776212,1.922448759202238,-1.7600024403573251
5,2.634571520361274,1.0514555206449456,2.397393107850271,-2.767237995456481,-1.2925097960313408,1.790736109370854,-0.6791122801857463,1.5028812048776212,1.922448759202238,-1.7600024403573251
6,2.634571520361274,1.0514555206449456,2.397393107850271,-2.767237995456481,-1.2925097960313408,1.790736109370854,-0.6791122801857463,1.5028812048776212,1.922448759202238,-1.7600024403573251
7,1.947300841994974,0.4299117053245404,2.038710839323161,-2.787332786336435,-1.8465823078628285,1.6504548283661074,0.6106848799676992,1.9030522450593408,-3.570273516118189,-3.0846959908754137
8,-0.44456773029234403,0.8261229011474494,-1.3148323131242257,-0.8820468486843991,-0.6470699243108903,0.6340562053297317,-2.2263365238442088,0.11216127353028678,-0.5072968447982835,0.6382715483357647
9,-0.44456773029234403,0.8261229011474494,-1.3148323131242257,-0.8820468486843991,-0.6470699243108903,0.6340562053297317,-2.2263365238442088,0.11216127353028678,-0.5072968447982835,0.6382715483357647
10,-0.44456773029234403,0.8261229011474494,-1.3148323131242257,-0.8820468486843991,-0.6470699243108903,0.6340562053297317,-2.2263365238442088,0.11216127353028678,-0.5072968447982835,0.6382715483357647
11,0.29097845353312013,1.78112463185823,-0.3511835580540265,1.4096352335286493,0.2859775280086919,0.09004740580588448,-0.49990452011059877,2.652304604632501,-1.5651962374064228,1.7529729081768217
12,-0.44456773029234403,0.8261229011474494,-1.3148323131242257,-0.8820468486843991,-0.6470699243108903,0.6340562053297317,-2.2263365238442088,0.11216127353028678,-0.5072968447982835,0.6382715483357647
13,0.29097845353312013,1.78112463185823,-0.3511835580540265,1.4096352335286493,0.2859775280086919,0.09004740580588448,-0.49990452011059877,2.652304604632501,-1.5651962374064228,1.7529729081768217
14,0.3165581970031607,1.7991783758258864,-0.34572958748485105,1.4743616866748437,0.23769636575082595,0.015990174665716183,-0.2304887092110279,2.6037759786408667,-1.5830141195879122,1.8237345529624376
15,0.3165581970031607,1.7991783758258864,-0.34572958748485105,1.4743616866748437,0.23769636575082595,0.015990174665716183,-0.2304887092110279,2.6037759786408667,-1.5830141195879122,1.8237345529624376
